run_id,baseline,query_id,gt_score,gt_method,latency_s,cost_usd,input_tokens,output_tokens,executed,rejected,judge_verdict,stages_run
1,HARGPT_PAPER,1,0.0,llm_judge_score,41.88722014427185,0.00034515,111,354,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
1,HARGPT_PAPER,2,0.0,llm_judge_score,6.308540105819702,0.00016028,115,117,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
1,HARGPT_PAPER,3,0.0,llm_judge_score,7.402496099472046,0.00039412,115,413,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
1,HARGPT_PAPER,4,0.0,llm_judge_score,7.0898401737213135,0.00040162,117,421,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
1,HARGPT_PAPER,5,0.0,llm_judge_score,8.90733003616333,0.00058744,128,648,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
1,HARGPT_PAPER,6,0.0,llm_judge_score,5.65080189704895,0.00040162,117,421,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
1,HARGPT_PAPER,7,0.0,llm_judge_score,7.829735279083252,0.00044863,115,482,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
1,HARGPT_PAPER,8,0.0,llm_judge_score,7.641890048980713,0.0004936599999999,115,539,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
1,HARGPT_PAPER,9,1.0,llm_judge_score,8.223826885223389,0.00043697,118,465,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
1,HARGPT_PAPER,10,1.0,llm_judge_score,4.8853559494018555,0.00024955,115,230,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
1,HARGPT_PAPER,11,1.0,llm_judge_score,5.801244735717773,0.0003261799999999,115,327,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
1,HARGPT_PAPER,12,1.0,llm_judge_score,7.897736072540283,0.00043322,117,461,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
2,HARGPT_PAPER,1,0.0,llm_judge_score,6.914923906326294,0.0003941299999999,111,416,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
2,HARGPT_PAPER,2,0.0,llm_judge_score,5.3181376457214355,0.00016028,115,117,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
2,HARGPT_PAPER,3,0.0,llm_judge_score,7.46246600151062,0.00034593,115,352,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
2,HARGPT_PAPER,4,0.0,llm_judge_score,6.701429843902588,0.00039135,117,408,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
2,HARGPT_PAPER,5,0.0,llm_judge_score,7.280426025390625,0.00048,128,512,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
2,HARGPT_PAPER,6,0.0,llm_judge_score,5.531390190124512,0.0003850299999999,117,400,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
2,HARGPT_PAPER,7,0.0,llm_judge_score,8.204961061477661,0.0003972799999999,115,417,False,False,,"hargpt_scope,hargpt_ecg_window,hargpt_ecg_rewrite,hargpt_ecg_infer,hargpt_ecg_parse"
