query_id,baseline,query_text,llm_verdict,llm_score,llm_reason
1,AUTOIOT_PAPER,What is the maximum accel_variance observed in this dataset?,PASS,1.0,Candidate answer matches ground truth
1,AUTOIOT_PAPER,What is the maximum accel_variance observed in this dataset?,PASS,1.0,The candidate answer matches the ground truth.
1,AUTOIOT_PAPER,What is the maximum accel_variance observed in this dataset?,PASS,1.0,Candidate answer matches ground truth
1,FLASH_FUSION,What is the maximum accel_variance observed in this dataset?,PASS,1.0,Candidate answer matches ground truth
1,FLASH_FUSION,What is the maximum accel_variance observed in this dataset?,PASS,1.0,Candidate answer matches ground truth
1,FLASH_FUSION,What is the maximum accel_variance observed in this dataset?,PASS,1.0,Candidate answer matches ground truth
1,HARGPT_PAPER,What is the maximum accel_variance observed in this dataset?,FAIL,0.0,Candidate answer does not match ground truth
1,HARGPT_PAPER,What is the maximum accel_variance observed in this dataset?,FAIL,0.0,Candidate answer does not match ground truth
1,HARGPT_PAPER,What is the maximum accel_variance observed in this dataset?,FAIL,0.0,Candidate answer does not match ground truth
1,LLMSENSE_PAPER,What is the maximum accel_variance observed in this dataset?,FAIL,0.0,Candidate answer is incorrect and does not match the ground truth.
1,LLMSENSE_PAPER,What is the maximum accel_variance observed in this dataset?,FAIL,0.0,Candidate answer is incorrect and does not match the ground truth.
1,LLMSENSE_PAPER,What is the maximum accel_variance observed in this dataset?,FAIL,0.0,Candidate answer does not match ground truth
2,AUTOIOT_PAPER,What is the average accel_mean across all recorded samples?,PASS,1.0,Candidate answer matches ground truth
2,AUTOIOT_PAPER,What is the average accel_mean across all recorded samples?,PASS,1.0,Candidate answer matches ground truth
2,AUTOIOT_PAPER,What is the average accel_mean across all recorded samples?,FAIL,0.0,Candidate answer differs from ground truth by more than 0.01
2,FLASH_FUSION,What is the average accel_mean across all recorded samples?,PASS,1.0,Candidate answer matches ground truth
2,FLASH_FUSION,What is the average accel_mean across all recorded samples?,PASS,1.0,Candidate answer matches ground truth
2,FLASH_FUSION,What is the average accel_mean across all recorded samples?,PASS,1.0,Candidate answer matches ground truth
2,HARGPT_PAPER,What is the average accel_mean across all recorded samples?,FAIL,0.0,Candidate answer differs from ground truth by more than 0.01
2,HARGPT_PAPER,What is the average accel_mean across all recorded samples?,FAIL,0.0,Candidate answer differs from ground truth by more than 0.01
2,HARGPT_PAPER,What is the average accel_mean across all recorded samples?,FAIL,0.0,Candidate answer differs from ground truth by more than 0.01
2,LLMSENSE_PAPER,What is the average accel_mean across all recorded samples?,FAIL,0.0,Candidate answer is incorrect and does not match the ground truth.
2,LLMSENSE_PAPER,What is the average accel_mean across all recorded samples?,FAIL,0.0,Candidate answer is incorrect and does not match the ground truth.
2,LLMSENSE_PAPER,What is the average accel_mean across all recorded samples?,FAIL,0.0,Candidate incorrectly states the request is unanswerable
3,AUTOIOT_PAPER,At what exact timestamp was the highest accel_stats_z_p99 recorded?,PASS,1.0,The candidate answer matches the ground truth timestamp.
3,AUTOIOT_PAPER,At what exact timestamp was the highest accel_stats_z_p99 recorded?,FAIL,0.0,Candidate answer has incorrect timestamp
3,AUTOIOT_PAPER,At what exact timestamp was the highest accel_stats_z_p99 recorded?,FAIL,0.0,Candidate answer has incorrect timestamp
3,FLASH_FUSION,At what exact timestamp was the highest accel_stats_z_p99 recorded?,PASS,1.0,Candidate answer matches ground truth timestamp
3,FLASH_FUSION,At what exact timestamp was the highest accel_stats_z_p99 recorded?,PASS,1.0,Candidate answer matches ground truth timestamp
3,FLASH_FUSION,At what exact timestamp was the highest accel_stats_z_p99 recorded?,PASS,1.0,Candidate answer matches ground truth timestamp
3,HARGPT_PAPER,At what exact timestamp was the highest accel_stats_z_p99 recorded?,FAIL,0.0,Candidate answer does not match ground truth timestamp
3,HARGPT_PAPER,At what exact timestamp was the highest accel_stats_z_p99 recorded?,FAIL,0.0,Candidate answer does not match ground truth timestamp
3,HARGPT_PAPER,At what exact timestamp was the highest accel_stats_z_p99 recorded?,FAIL,0.0,Candidate answer does not match ground truth timestamp
3,LLMSENSE_PAPER,At what exact timestamp was the highest accel_stats_z_p99 recorded?,FAIL,0.0,Candidate answer is incorrect and does not match the ground truth.
3,LLMSENSE_PAPER,At what exact timestamp was the highest accel_stats_z_p99 recorded?,FAIL,0.0,Candidate answer is incorrect and does not match the ground truth.
3,LLMSENSE_PAPER,At what exact timestamp was the highest accel_stats_z_p99 recorded?,FAIL,0.0,Candidate answer is incorrect and does not match the ground truth.
4,AUTOIOT_PAPER,How many data samples show an accel_variance strictly greater than 0.20?,PASS,1.0,Candidate answer matches ground truth
4,AUTOIOT_PAPER,How many data samples show an accel_variance strictly greater than 0.20?,PASS,1.0,The candidate answer matches the ground truth.
4,AUTOIOT_PAPER,How many data samples show an accel_variance strictly greater than 0.20?,PASS,1.0,The candidate answer matches the ground truth.
4,FLASH_FUSION,How many data samples show an accel_variance strictly greater than 0.20?,PASS,1.0,Candidate answer matches ground truth
4,FLASH_FUSION,How many data samples show an accel_variance strictly greater than 0.20?,PASS,1.0,The candidate answer matches the ground truth.
4,FLASH_FUSION,How many data samples show an accel_variance strictly greater than 0.20?,PASS,1.0,The candidate answer matches the ground truth.
4,HARGPT_PAPER,How many data samples show an accel_variance strictly greater than 0.20?,FAIL,0.0,Candidate answer does not match ground truth
4,HARGPT_PAPER,How many data samples show an accel_variance strictly greater than 0.20?,FAIL,0.0,Candidate answer does not match ground truth
4,HARGPT_PAPER,How many data samples show an accel_variance strictly greater than 0.20?,FAIL,0.0,Candidate answer does not match ground truth
4,LLMSENSE_PAPER,How many data samples show an accel_variance strictly greater than 0.20?,FAIL,0.0,Candidate answer is incorrect and does not match the ground truth.
4,LLMSENSE_PAPER,How many data samples show an accel_variance strictly greater than 0.20?,FAIL,0.0,Candidate answer is incorrect and does not match the ground truth.
4,LLMSENSE_PAPER,How many data samples show an accel_variance strictly greater than 0.20?,FAIL,0.0,Candidate answer is incorrect and does not match the ground truth.
5,AUTOIOT_PAPER,"Is the northern half of the route (latitude above median) rougher than the southern half, based on average acceleration variance?",FAIL,0.0,Candidate answer does not provide a factual comparison of acceleration variance.
5,AUTOIOT_PAPER,"Is the northern half of the route (latitude above median) rougher than the southern half, based on average acceleration variance?",FAIL,0.0,Candidate answer does not provide a factual comparison of acceleration variance
5,AUTOIOT_PAPER,"Is the northern half of the route (latitude above median) rougher than the southern half, based on average acceleration variance?",FAIL,0.0,Candidate answer contains an error message and does not provide a factual answer.
5,FLASH_FUSION,"Is the northern half of the route (latitude above median) rougher than the southern half, based on average acceleration variance?",PASS,1.0,Candidate answer matches ground truth
5,FLASH_FUSION,"Is the northern half of the route (latitude above median) rougher than the southern half, based on average acceleration variance?",PASS,1.0,Candidate answer is factually correct
5,FLASH_FUSION,"Is the northern half of the route (latitude above median) rougher than the southern half, based on average acceleration variance?",PASS,1.0,Candidate answer matches ground truth
5,HARGPT_PAPER,"Is the northern half of the route (latitude above median) rougher than the southern half, based on average acceleration variance?",FAIL,0.0,Candidate answer contradicts ground truth
5,HARGPT_PAPER,"Is the northern half of the route (latitude above median) rougher than the southern half, based on average acceleration variance?",FAIL,0.0,Candidate answer does not match ground truth
5,HARGPT_PAPER,"Is the northern half of the route (latitude above median) rougher than the southern half, based on average acceleration variance?",FAIL,0.0,Candidate answer does not match ground truth
5,LLMSENSE_PAPER,"Is the northern half of the route (latitude above median) rougher than the southern half, based on average acceleration variance?",FAIL,0.0,Candidate answer is incorrect and does not match the ground truth.
5,LLMSENSE_PAPER,"Is the northern half of the route (latitude above median) rougher than the southern half, based on average acceleration variance?",FAIL,0.0,Candidate answer is incorrect and does not match the ground truth.
5,LLMSENSE_PAPER,"Is the northern half of the route (latitude above median) rougher than the southern half, based on average acceleration variance?",FAIL,0.0,Candidate answer is incorrect and does not match the ground truth.
6,AUTOIOT_PAPER,"Identify the exact coordinates (latitude, longitude) of the largest vertical shock, defined as the difference between the 99th and 1st percentiles of Z-axis acceleration.",PASS,1.0,Candidate answer matches ground truth coordinates
6,AUTOIOT_PAPER,"Identify the exact coordinates (latitude, longitude) of the largest vertical shock, defined as the difference between the 99th and 1st percentiles of Z-axis acceleration.",FAIL,0.0,Candidate answer has a minor difference in longitude
6,AUTOIOT_PAPER,"Identify the exact coordinates (latitude, longitude) of the largest vertical shock, defined as the difference between the 99th and 1st percentiles of Z-axis acceleration.",FAIL,0.0,Candidate answer does not match ground truth coordinates
6,FLASH_FUSION,"Identify the exact coordinates (latitude, longitude) of the largest vertical shock, defined as the difference between the 99th and 1st percentiles of Z-axis acceleration.",PASS,1.0,Candidate answer matches ground truth coordinates within acceptable tolerance.
6,FLASH_FUSION,"Identify the exact coordinates (latitude, longitude) of the largest vertical shock, defined as the difference between the 99th and 1st percentiles of Z-axis acceleration.",PASS,1.0,Candidate answer matches ground truth coordinates and difference value within acceptable limits.
6,FLASH_FUSION,"Identify the exact coordinates (latitude, longitude) of the largest vertical shock, defined as the difference between the 99th and 1st percentiles of Z-axis acceleration.",FAIL,0.0,Candidate answer lacks exact coordinates and numeric value of the largest vertical shock.
6,HARGPT_PAPER,"Identify the exact coordinates (latitude, longitude) of the largest vertical shock, defined as the difference between the 99th and 1st percentiles of Z-axis acceleration.",FAIL,0.0,Candidate answer lacks exact longitude and has minor rounding difference in latitude
6,HARGPT_PAPER,"Identify the exact coordinates (latitude, longitude) of the largest vertical shock, defined as the difference between the 99th and 1st percentiles of Z-axis acceleration.",FAIL,0.0,Candidate answer has incorrect longitude
6,HARGPT_PAPER,"Identify the exact coordinates (latitude, longitude) of the largest vertical shock, defined as the difference between the 99th and 1st percentiles of Z-axis acceleration.",FAIL,0.0,Candidate answer has incorrect longitude value
6,LLMSENSE_PAPER,"Identify the exact coordinates (latitude, longitude) of the largest vertical shock, defined as the difference between the 99th and 1st percentiles of Z-axis acceleration.",FAIL,0.0,Candidate answer is incorrect because it claims a lack of information.
6,LLMSENSE_PAPER,"Identify the exact coordinates (latitude, longitude) of the largest vertical shock, defined as the difference between the 99th and 1st percentiles of Z-axis acceleration.",FAIL,0.0,Candidate answer is incorrect because it claims a lack of information.
6,LLMSENSE_PAPER,"Identify the exact coordinates (latitude, longitude) of the largest vertical shock, defined as the difference between the 99th and 1st percentiles of Z-axis acceleration.",FAIL,0.0,Candidate incorrectly states the request is unanswerable
7,AUTOIOT_PAPER,"Calculate the average overall magnitude of peak acceleration using the 99th percentiles of the X, Y, and Z axes.",FAIL,0.0,Candidate answer contains an error message and does not provide a numerical answer.
7,AUTOIOT_PAPER,"Calculate the average overall magnitude of peak acceleration using the 99th percentiles of the X, Y, and Z axes.",FAIL,0.0,Candidate answer does not provide the correct numerical value.
7,AUTOIOT_PAPER,"Calculate the average overall magnitude of peak acceleration using the 99th percentiles of the X, Y, and Z axes.",FAIL,0.0,"Candidate answer is an execution error, not a factual answer."
7,FLASH_FUSION,"Calculate the average overall magnitude of peak acceleration using the 99th percentiles of the X, Y, and Z axes.",PASS,1.0,Candidate answer is factually correct
7,FLASH_FUSION,"Calculate the average overall magnitude of peak acceleration using the 99th percentiles of the X, Y, and Z axes.",PASS,1.0,The candidate answer is factually correct.
7,FLASH_FUSION,"Calculate the average overall magnitude of peak acceleration using the 99th percentiles of the X, Y, and Z axes.",PASS,1.0,The candidate answer is factually correct.
7,HARGPT_PAPER,"Calculate the average overall magnitude of peak acceleration using the 99th percentiles of the X, Y, and Z axes.",FAIL,0.0,Candidate answer differs from ground truth by more than 0.01
7,HARGPT_PAPER,"Calculate the average overall magnitude of peak acceleration using the 99th percentiles of the X, Y, and Z axes.",FAIL,0.0,Candidate answer differs from ground truth by more than 0.01
7,HARGPT_PAPER,"Calculate the average overall magnitude of peak acceleration using the 99th percentiles of the X, Y, and Z axes.",FAIL,0.0,Candidate answer differs from ground truth by more than 0.01
7,LLMSENSE_PAPER,"Calculate the average overall magnitude of peak acceleration using the 99th percentiles of the X, Y, and Z axes.",FAIL,0.0,Candidate incorrectly states the request is unanswerable
7,LLMSENSE_PAPER,"Calculate the average overall magnitude of peak acceleration using the 99th percentiles of the X, Y, and Z axes.",FAIL,0.0,Candidate incorrectly states the request is unanswerable
7,LLMSENSE_PAPER,"Calculate the average overall magnitude of peak acceleration using the 99th percentiles of the X, Y, and Z axes.",FAIL,0.0,Candidate incorrectly states the request is unanswerable
