baseline,query_id,gt_score,gt_method,latency_s,cost_usd,input_tokens,output_tokens,executed,rejected,judge_verdict,stages_run,execution_path,plan_validation_stage_failed,plan_source,operators_used,ff_fast_path_used,ff_fast_path_latency_s,ff_fast_path_input_tokens,ff_fast_path_output_tokens,ff_fast_path_cost_usd,ff_planner_used,ff_planner_latency_s,ff_planner_input_tokens,ff_planner_output_tokens,ff_planner_cost_usd,s1_latency_s,s2_latency_s,s3_latency_s,guardrail_latency_s,cache_grounding_latency_s,typed_exec_latency_s,agent_latency_s,s1_latency_ms,s2_latency_ms,s3_latency_ms,guardrail_latency_ms,cache_grounding_latency_ms,typed_exec_latency_ms,agent_latency_ms
FLASH_FUSION_CACHE,1,1.0,llm_judge_score,0.7905879020690918,0.0001345,1293,26,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,AGGREGATE_COLUMN,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.7864927500013437,0.0003240829992137151,0.0,0.0,0.0,0.0,0.0,786.4927500013437,0.3240829992137151,0.0
FLASH_FUSION_CACHE,2,1.0,llm_judge_score,0.4709041118621826,0.0003957,1293,26,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,AGGREGATE_COLUMN,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.468959250001717,0.00028929200016136747,0.0,0.0,0.0,0.0,0.0,468.959250001717,0.28929200016136747,0.0
FLASH_FUSION_CACHE,3,1.0,llm_judge_score,0.8790462017059326,0.0001424,1336,44,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"FILTER_EQ_AGGREGATE,SELECT_COLUMN",False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.8756533329997183,0.0018992909990629414,0.0,0.0,0.0,0.0,0.0,875.6533329997183,1.8992909990629414,0.0
FLASH_FUSION_CACHE,4,1.0,llm_judge_score,0.6832981109619141,0.0001364,1294,35,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"FILTER_COMPARE,COUNT_ROWS",False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.6808494580000115,0.0009523339995212154,0.0,0.0,0.0,0.0,0.0,680.8494580000115,0.9523339995212154,0.0
FLASH_FUSION_CACHE,5,1.0,llm_judge_score,2.2437009811401367,0.0001736,1406,165,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"SPLIT_BY_THRESHOLD,SPLIT_BY_THRESHOLD,AGGREGATE_PARTITIONS,COMPARE_PARTITIONS",False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.2398942500003614,0.001812582999264123,0.0,0.0,0.0,0.0,0.0,2239.8942500003614,1.812582999264123,0.0
FLASH_FUSION_CACHE,6,1.0,llm_judge_score,2.3761332035064697,0.0001876,1426,225,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"PARALLEL_AGGREGATE,DERIVE_BINARY,RANK_ROWS",False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2.3637674169985985,0.010447291000673431,0.0,0.0,0.0,0.0,0.0,2363.7674169985985,10.447291000673431,0.0
FLASH_FUSION_CACHE,7,1.0,llm_judge_score,1.1470398902893066,0.000148,1346,67,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"DERIVE_VECTOR_MAGNITUDE,AGGREGATE_COLUMN",False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.1435737499996321,0.001879499999631662,0.0,0.0,0.0,0.0,0.0,1143.5737499996321,1.879499999631662,0.0
FLASH_FUSION_CACHE,8,1.0,llm_judge_score,3.8517189025878906,0.007220265,7028,149,True,False,N/A,"cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"DERIVE_BIN,GROUP_AGGREGATE,RANK_GROUPS",False,0.0,0,0,0.0,True,3.8442389965057373,7028,149,0.007220265,0.0,0.0,0.0,3.8442468643188477,0.0,0.0067560672760009766,0.0,0.0,0.0,0.0,3844.2468643188477,0.0,6.756067276000977,0.0
FLASH_FUSION_CACHE,9,1.0,guardrail_skip_expected_rejection,0.46272778511047363,0.0001755,563,22,False,True,N/A,"exact_cache_hit_out_of_scope,cache_light_rejection_reason,cache_rejection_reason_ready",guardrail_reject,,exact_query_cache_out_of_scope,,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.4622907920002035,0.0,0.0,0.0,0.0,0.0,0.0,462.2907920002035,0.0,0.0
FLASH_FUSION_CACHE,10,1.0,guardrail_skip_expected_rejection,0.8186149597167969,6e-05,562,19,False,True,N/A,"exact_cache_hit_out_of_scope,cache_light_rejection_reason,cache_rejection_reason_ready",guardrail_reject,,exact_query_cache_out_of_scope,,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.8181675420000829,0.0,0.0,0.0,0.0,0.0,0.0,818.1675420000829,0.0,0.0
FLASH_FUSION_CACHE,11,1.0,guardrail_skip_expected_rejection,2.3092479705810547,0.00950781,9724,61,False,True,N/A,"cache_miss_or_validation_failure,guardrail_plan",guardrail_reject,,llm,,False,0.0,0,0,0.0,True,2.3084309101104736,9724,61,0.00950781,0.0,0.0,0.0,2.3084561824798584,0.0,0.0,0.0,0.0,0.0,0.0,2308.4561824798584,0.0,0.0,0.0
FLASH_FUSION_CACHE,12,1.0,guardrail_skip_expected_rejection,1.04667329788208,6.14e-05,566,24,False,True,N/A,"exact_cache_hit_out_of_scope,cache_light_rejection_reason,cache_rejection_reason_ready",guardrail_reject,,exact_query_cache_out_of_scope,,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0461274579993187,0.0,0.0,0.0,0.0,0.0,0.0,1046.1274579993187,0.0,0.0
FLASH_FUSION_CACHE,13,1.0,llm_judge_score,1.8735411167144775,0.0001702,1386,158,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,PREDICTIVE_PIPELINE,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.8572387080002954,0.014950415999919642,0.0,0.0,0.0,0.0,0.0,1857.2387080002954,14.950415999919642,0.0
FLASH_FUSION_CACHE,14,1.0,llm_judge_score,2.0370471477508545,0.0001702,1386,158,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,PREDICTIVE_PIPELINE,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.911500583999441,0.12387245799982338,0.0,0.0,0.0,0.0,0.0,1911.500583999441,123.87245799982338,0.0
FLASH_FUSION_CACHE,15,1.0,llm_judge_score,1.9716088771820068,0.000171,1390,160,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,PREDICTIVE_PIPELINE,False,0.0,0,0,0.0,False,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.9642601670002477,0.0059734590013249544,0.0,0.0,0.0,0.0,0.0,1964.2601670002477,5.973459001324954,0.0
