run_id,baseline,cache_outcome,query_id,gt_score,gt_method,latency_s,cost_usd,input_tokens,output_tokens,executed,rejected,judge_verdict,stages_run,execution_path,plan_validation_stage_failed,plan_source,operators_used,ff_planner_used,ff_planner_latency_s,ff_planner_input_tokens,ff_planner_output_tokens,ff_planner_cost_usd,guardrail_latency_s,cache_lookup_latency_s,cache_grounding_latency_s,cache_validation_latency_s,cache_rejection_latency_s,cache_retry_overhead_s,typed_exec_latency_s,agent_latency_s,guardrail_latency_ms,cache_lookup_latency_ms,cache_grounding_latency_ms,cache_validation_latency_ms,cache_rejection_latency_ms,cache_retry_overhead_ms,typed_exec_latency_ms,agent_latency_ms
1,FLASH_FUSION_CACHE,hit,1,1.0,llm_judge_score,0.39307308197021484,4.37e-05,846,14,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,AGGREGATE_COLUMN,False,0.0,0,0,0.0,0.0,0.0005059169998276047,0.3849427499999365,0.00017845899947133148,0.0,0.0,0.00032395899961557006,0.0,0.0,0.5059169998276047,384.9427499999365,0.17845899947133148,0.0,0.0,0.32395899961557006,0.0
1,FLASH_FUSION_CACHE,hit,2,1.0,llm_judge_score,0.3417179584503174,4.37e-05,846,14,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,AGGREGATE_COLUMN,False,0.0,0,0,0.0,0.0,0.0005011249995732214,0.3288178339998922,0.0004861670004174812,0.0,0.0,0.0002772919997369172,0.0,0.0,0.5011249995732214,328.8178339998922,0.4861670004174812,0.0,0.0,0.2772919997369172,0.0
1,FLASH_FUSION_CACHE,hit,3,1.0,llm_judge_score,0.4358959197998047,5.19e-05,988,25,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"FILTER_EQ_AGGREGATE,SELECT_COLUMN",False,0.0,0,0,0.0,0.0,0.0008682919997227145,0.4245239579995541,0.0001477069999964442,0.0,0.0,0.0008880409995981609,0.0,0.0,0.8682919997227145,424.5239579995541,0.1477069999964442,0.0,0.0,0.8880409995981609,0.0
1,FLASH_FUSION_CACHE,hit,4,1.0,llm_judge_score,2.8947222232818604,5.51e-05,1058,22,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"FILTER_COMPARE,COUNT_ROWS",False,0.0,0,0,0.0,0.0,0.0009455409999645781,0.4361113329996442,0.00039266699968720786,0.0,0.0,0.0011458330000095884,0.0,0.0,0.9455409999645781,436.1113329996442,0.39266699968720786,0.0,0.0,1.1458330000095884,0.0
1,FLASH_FUSION_CACHE,hit,5,1.0,llm_judge_score,0.8985500335693359,6.945e-05,1213,88,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"SPLIT_BY_THRESHOLD,SPLIT_BY_THRESHOLD,AGGREGATE_PARTITIONS,COMPARE_PARTITIONS",False,0.0,0,0,0.0,0.0,0.0004941670003972831,0.8880721249997805,0.0003824159985015285,0.0,0.0,0.0027365830001144786,0.0,0.0,0.4941670003972831,888.0721249997805,0.3824159985015285,0.0,0.0,2.7365830001144786,0.0
1,FLASH_FUSION_CACHE,hit,6,1.0,llm_judge_score,1.1534793376922607,8.94e-05,1552,118,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"PARALLEL_AGGREGATE,DERIVE_BINARY,RANK_ROWS",False,0.0,0,0,0.0,0.0,0.0004968749999534339,1.1334105000005366,0.0003444580006544129,0.0,0.0,0.011911415999747987,0.0,0.0,0.49687499995343387,1133.4105000005366,0.3444580006544129,0.0,0.0,11.911415999747987,0.0
1,FLASH_FUSION_CACHE,miss,7,1.0,llm_judge_score,4.771997928619385,0.007207865,8005,184,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_miss_or_validation_failure,guardrail_plan,plan_validated,typed_exec",typed_operator,,llm,"DERIVE_VECTOR_MAGNITUDE,AGGREGATE_COLUMN",True,4.141000270843506,7033,131,0.007153965,4.141027212142944,0.0004872499994235113,0.6127554169997893,4.169996827840805e-07,0.0,0.0,0.0029129981994628906,0.0,4141.027212142944,0.4872499994235113,612.7554169997893,0.0004169996827840805,0.0,0.0,2.9129981994628906,0.0
1,FLASH_FUSION_CACHE,hit,8,1.0,llm_judge_score,0.8440020084381104,9.86e-05,1818,77,True,False,N/A,"exact_cache_hit,cache_light_grounding,cache_plan_validated,typed_exec",typed_operator_cache,,exact_query_cache_light_grounded,"DERIVE_BIN,GROUP_AGGREGATE,RANK_GROUPS",False,0.0,0,0,0.0,0.0,0.0004904999996142578,0.8234891250003784,0.0005791669991594972,0.0,0.0,0.012243082999702892,0.0,0.0,0.49049999961425783,823.4891250003784,0.5791669991594972,0.0,0.0,12.243082999702892,0.0
1,FLASH_FUSION_CACHE,hit_rejected,9,1.0,guardrail_skip_expected_rejection,0.4231598377227783,2.865e-05,535,19,False,True,N/A,"exact_cache_hit_out_of_scope,cache_light_rejection_reason,cache_rejection_reason_ready",guardrail_reject,,exact_query_cache_out_of_scope,,False,0.0,0,0,0.0,0.0,0.0005032500002926099,0.0,0.0,0.4157322499995644,0.0,0.0,0.0,0.0,0.5032500002926099,0.0,0.0,415.7322499995644,0.0,0.0,0.0
1,FLASH_FUSION_CACHE,hit_rejected,10,1.0,guardrail_skip_expected_rejection,0.5706892013549805,3.06e-05,534,39,False,True,N/A,"exact_cache_hit_out_of_scope,cache_light_rejection_reason,cache_rejection_reason_ready",guardrail_reject,,exact_query_cache_out_of_scope,,False,0.0,0,0,0.0,0.0,0.0011646250004559988,0.0,0.0,0.5586026659993877,0.0,0.0,0.0,0.0,1.1646250004559988,0.0,0.0,558.6026659993877,0.0,0.0,0.0
