run_id,baseline,query_id,gt_score,gt_method,latency_s,cost_usd,input_tokens,output_tokens,executed,rejected,judge_verdict,stages_run,s1_latency_s,s2_latency_s,s3_latency_s,guardrail_latency_s,agent_latency_s,s1_latency_ms,s2_latency_ms,s3_latency_ms,guardrail_latency_ms,agent_latency_ms
1,HARGPT_PAPER,13,0.0,llm_judge_score,38.91991209983826,0.03904302,65082,816,False,False,N/A,"hargpt_scope,hargpt_bus_window,hargpt_bus_rewrite,hargpt_bus_infer,hargpt_bus_parse",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,HARGPT_PAPER,14,0.0,llm_judge_score,104.10476422309875,0.038855200000000006,65081,579,False,False,N/A,"hargpt_scope,hargpt_bus_window,hargpt_bus_rewrite,hargpt_bus_infer,hargpt_bus_parse",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,HARGPT_PAPER,15,0.0,llm_judge_score,30.492697954177856,0.03883618,65105,537,False,False,N/A,"hargpt_scope,hargpt_bus_window,hargpt_bus_rewrite,hargpt_bus_infer,hargpt_bus_parse",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,HARGPT_PAPER,16,0.0,llm_judge_score,23.977744817733765,0.03878938,65102,480,False,False,N/A,"hargpt_scope,hargpt_bus_window,hargpt_bus_rewrite,hargpt_bus_infer,hargpt_bus_parse",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,LLMSENSE_PAPER,13,0.0,llm_judge_score,279.99276208877563,0.07831147,131316,1057,False,False,N/A,"S_summarize,R_reason",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,LLMSENSE_PAPER,14,0.0,llm_judge_score,59.768543004989624,0.07703931000000001,130393,136,False,False,N/A,"S_summarize,R_reason",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,LLMSENSE_PAPER,15,0.0,llm_judge_score,173.77834105491638,0.07831323999999999,131319,1057,False,False,N/A,"S_summarize,R_reason",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,LLMSENSE_PAPER,16,0.0,llm_judge_score,57.3358416557312,0.07703852,130393,135,False,False,N/A,"S_summarize,R_reason",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,HARGPT_PAPER,13,0.0,llm_judge_score,43.694262742996216,0.03883050999999999,65082,547,False,False,N/A,"hargpt_scope,hargpt_bus_window,hargpt_bus_rewrite,hargpt_bus_infer,hargpt_bus_parse",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,HARGPT_PAPER,14,0.0,llm_judge_score,29.50034189224243,0.038970489999999997,65101,710,False,False,N/A,"hargpt_scope,hargpt_bus_window,hargpt_bus_rewrite,hargpt_bus_infer,hargpt_bus_parse",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,HARGPT_PAPER,15,0.0,llm_judge_score,23.409995079040527,0.03878957,65105,478,False,False,N/A,"hargpt_scope,hargpt_bus_window,hargpt_bus_rewrite,hargpt_bus_infer,hargpt_bus_parse",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,HARGPT_PAPER,16,0.0,llm_judge_score,17.92940592765808,0.03904361,65083,816,False,False,N/A,"hargpt_scope,hargpt_bus_window,hargpt_bus_rewrite,hargpt_bus_infer,hargpt_bus_parse",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,LLMSENSE_PAPER,13,0.0,llm_judge_score,145.4126100540161,0.07831088,131315,1057,False,False,N/A,"S_summarize,R_reason",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,LLMSENSE_PAPER,14,0.0,llm_judge_score,125.59694314002991,0.07831147,131316,1057,False,False,N/A,"S_summarize,R_reason",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,LLMSENSE_PAPER,15,0.0,llm_judge_score,116.44892621040344,0.07831323999999999,131319,1057,False,False,N/A,"S_summarize,R_reason",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,LLMSENSE_PAPER,16,0.0,llm_judge_score,91.98932003974915,0.07738628,130645,387,False,False,N/A,"S_summarize,R_reason",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,HARGPT_PAPER,13,0.0,llm_judge_score,38.762362003326416,0.038934939999999994,65101,665,False,False,N/A,"hargpt_scope,hargpt_bus_window,hargpt_bus_rewrite,hargpt_bus_infer,hargpt_bus_parse",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,HARGPT_PAPER,14,0.0,llm_judge_score,6.153257369995117,0.03892941,65101,658,False,False,N/A,"hargpt_scope,hargpt_bus_window,hargpt_bus_rewrite,hargpt_bus_infer,hargpt_bus_parse",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,HARGPT_PAPER,15,0.0,llm_judge_score,120.22673320770264,0.03887968,65085,607,False,False,N/A,"hargpt_scope,hargpt_bus_window,hargpt_bus_rewrite,hargpt_bus_infer,hargpt_bus_parse",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,HARGPT_PAPER,16,0.0,llm_judge_score,111.13988184928894,0.03895849,65082,709,False,False,N/A,"hargpt_scope,hargpt_bus_window,hargpt_bus_rewrite,hargpt_bus_infer,hargpt_bus_parse",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,LLMSENSE_PAPER,13,0.0,llm_judge_score,82.60445427894592,0.07716489,130484,227,False,False,N/A,"S_summarize,R_reason",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,LLMSENSE_PAPER,14,0.0,llm_judge_score,80.4094500541687,0.07705311000000001,130403,146,False,False,N/A,"S_summarize,R_reason",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,LLMSENSE_PAPER,15,0.0,llm_judge_score,222.1057059764862,0.07831323999999999,131319,1057,False,False,N/A,"S_summarize,R_reason",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,LLMSENSE_PAPER,16,0.0,llm_judge_score,198.36496114730835,0.07831088,131315,1057,False,False,N/A,"S_summarize,R_reason",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
